question,out-of-scope,question_note,human_answer,invalid_human_answer,answer_note
"I noticed that my hotel is not listed in Concur, what should I do?",in-scope,,"Select the option ""Other""   if hotel  is not listed in concur",Valid,
"I received a message that says ""This hotel charge is over $525/night and will be routed for policy exception approval. Please provide a justification,"" but the hotel charge is only $267 a night. How can I remove this message? My report number is 0TDX1X. Thank you!",in-scope,,"Issue has been resolved by user.

Thanks for the update Olena!",Solved Offline,
How should I classify the expense for a day trip?,in-scope,,Expense for a day trip should be submitted as a business expense. There has to be an overnight stay outside New York for  expense to be processed as a travel expense,Valid,
Can you help me extend Fatou Diop's (fd2557) Concur access as a temporary employee?,asking for individual status,,This user already has access through 2/29/2024.,Valid,
What is the status of aj2375 Report Key 225428 for dinner with Albena Yaneva?,capability limitation,," Report Key 225428 for Dinner with Albena Yaneva was sent back today. 
Thanks. ",Solved Offline,
How does Dr. Zhang reconcile these two outstanding transactions?,in-scope,,"Job aid to reconcile available concur expenses:
https://travel-expense.finance.columbia.edu/news/how-do-i-reconcile-corporate-card-or-airrail-central-pay-transactions",Valid,
Can you confirm if report ID # D3J801 is the reconciliation for request id # 4MD9?,capability limitation,,"It appears that Michael has submitted the expense report D3J8O1 today, so I am able to confirm that an expense report was submitted and is pending the approval  of Julie Stevens for request 4MD9. ",Valid,
What should I do about the incorrect student who needs to reimburse Columbia?,in-scope,,"1. Incorrect student needs to reimburse Columbia. The easiest way to do this is through a check payable to Columbia University or Trustees of Columbia University. They should give this to you or the appropriate person in your department for processing through Cash Module.

2. Enter another expense report for the correct student. You may receive warnings about duplicate expenses or expenses over threshold so make sure to include an explanation for what happened.",Valid,
Can you confirm if Cindy can log into Concur and her role as an Initial Reviewer?,asking for individual status,,"Confirmed that Cindy can login to Concur. However she will not become an Initial Reviewer until application RITM0231166 is approved, training is completed, and the application is processed.",Valid,
Why is my Concur hotel lodging showing as a duplicate report number B2EOSE?,in-scope,,"You itemized the hotel stay, but used the same date of 10/15 instead of 10/12-10/14. Please correct itemization dates and this should fix the issue. 
Thanks, ",Valid,
Why am I unable to access Concur?,asking for individual status,,Your access expired in 06/2023 (RITM0188112). Please have your supervisor request to extend your access via an FSSA.,Valid,
What do the alerts on expense report wg8 mean?,in-scope,,"Added the ""site"" on the header. 
Changed the class for the airfare to coach until further notice.",Valid,
I'm having trouble selecting Michelle Baggan-Bacchus as the SBO while trying to get the expense report approved. Could you please help me resolve this issue?,in-scope,,"
Tshaye will try to select Michelle as SBO again and we ask that she take a screenshot if she is encountering a problem.",Indirect Answer,
I'm trying to create an attendees list in Concur for over 10 guests. Can anyone assist me with this process?,in-scope,,https://travel-expense.finance.columbia.edu/news/how-do-i-add-attendeesrecipients-group-meal-entertainment-or-gift-expense,Valid,
Could I get an update on the status of report HGRF2B?,capability limitation,,This is pending the approval from Christy O'Keefe.,Solved Offline,
What is the current status of Report Key 199223?,capability limitation,,Please see attachment,Solved Offline,
I'm unable to create a missing receipt declaration. The system is not giving me an expense line to select. Can you help me with this?,in-scope,,expense below $50 does not require receipt.,Valid,
