question,out-of-scope,question_note,human_answer,invalid_human_answer,answer_note
I received alerts about Business Class and First Class airfare for my report Q0JYZA. It states that I must segregate the amount over the Coach/Economy price and provide the duration of the longest flight segment. Can you clarify how to complete these requirements?,asking for individual status/ capability limitation,,"I see you were able to submit the report. I will close this incident, but if you have any additional questions, please feel free to reopen it within 3 business days or give us another call. 
Thanks. ",,
"On report eb2709, I received a warning regarding comparison flights. It indicates that this warning won’t prevent submission, but it continues to appear even when a comparison is uploaded. Can you provide clarity on this?",asking for individual status/ capability limitation,,This is a warning and will not prevent the doctor from submitting (it will continue to appear even when a comparison is uploaded).,,
I'm looking for clarity on the expense report for employee CNR0026618. Can you provide any guidance or updates on this?,asking for individual status/ capability limitation,,CNR0026618  belongs to an employee who has concur access,,
"Maximo Jalife is mentioned in some reports, but I’m not sure what to do regarding this. Can you provide more context or guidance?",asking for individual status/ capability limitation,,"Payment Date   04/18/2024
Pay  Reference  1002252295",,
"I am trying to submit a report for reimbursement (report number: L5M0YU) through Concur, but I'm encountering an error message. I cannot find any itinerary with “a single row” and don't know how to fix this issue so I can submit my report. Any help you could provide would be greatly appreciated.",invalid,,Added the return trip as a second stop in the itinerary.,,
Can I charge the cancellation fee to a grant?,asking for individual status/ capability limitation,,Reach out to the Grant Manager for the specific terms and conditions governing he grant,,
"I require SBO approval for report key 278318 due to the hotel amount, as Concur combines separate expense reports for the same date. Mark was able to select Barbara Rosenberg. Can I proceed with this?",in scope,,Requiring SBO approval due to the hotel amount (Concur adds separate expense reports for the same date together). Mark was able to select Barbara Rosenberg.,,
I need to get reimbursed for a service payment. What should I do?,in scope,,"Payment for service is not a reimbursable expense . Vendors have to be paid by invoice and not out o =f pocket for service

User is directed to SBO to check with A/P manager if a one time policy exception be given",,
"When the business class fare exceeds the coach equivalent, how should I itemize it on the report, specifically by listing the coach amount as ""airfare"" and the difference as ""airfare - segregated""?",in scope,,"When the business class is more than the coach equivalent (most cases), on the itemization tab put the coach amount as ""airfare"" and the difference as ""airfare - segregated.""",,
"I am having an issue with report 2PNSL0 where even after removing all receipts, my PI can't add the missing receipt affidavit. Can you please advise?",asking for individual status/ capability limitation,,"My apologies, Receipt Declaration function is available with a minimum of $50 in expenses. Please work with the individual that sent the report back.
Sorry for the confusion.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",,
